est_card
-1423750490,4
-842993818,4
-732167114,4
97769545,1924570
1659644861,1924570
-79551197,3304013
-1846957320,32334973
-2066149537,10357337
2122569878,99359536
-1814805044,1522382899
-1711019881,2290796409
1122166165,117717460
401291020,2290796409
1501859683,209968084
-962535224,5607004
2108208823,9126521
1735969187,5607004
-1651138995,15712071
295872474,159642076
-536020459,8519821
790111017,460108
2108160019,460108
-1070233827,460108
-11755832,692266
916805418,51222169
-1907520074,127567386
-1635430746,135108076
-869004736,65846104
-21950693,192350
2121339823,33104528
-1669653198,12072800
-1984654081,1475962
-965329297,1010126
493076849,1010126
-1693250894,27065211
258679195,1937689
-182527979,674201
1790035543,674201
1867028926,4973315081
721142132,893409881
-503860432,80671388
563650843,64605297
1316825170,607741120
530496884,61068143
1416533561,4283754
941602299,4283754
1898241909,4283754
640615876,4283754
-2126872739,4283754
-1186014450,4283754
824460612,4283754
860530699,4283754
1730329058,4283754
